E12-24h	E2-10h	ES1	ES2	ES3	ES4	ES5	KC167	L3	S2	consInfo	embLow	l3Low	embMedian	l3Median
miR-4946-5p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4947-5p	0	0.0366666666666667	0	0	0	0	0	0	0.126	0	0	FALSE	FALSE	FALSE	FALSE
miR-4948-3p	0	7.56666666666667	0	0	0	0	0	0	0.094	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-4948-5p	0	1.13666666666667	0	0.696	0	0	0	0	0.032	0.49	0	FALSE	FALSE	FALSE	FALSE
miR-4949-3p	9.65	1.47666666666667	0	0	14.06	0	0.1475	0.47	0.662	2.94	0	FALSE	FALSE	FALSE	FALSE
miR-4949-5p	0	0.95	0	0	0	0	0	0	3.416	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-4950-3p	0	0.293333333333333	1.138	0.406	0	0	0	1.09	0.266	1.72	0	FALSE	FALSE	FALSE	FALSE
miR-4950-5p	0	0.176666666666667	0	0	0	0	0	0.36	0.402	0	0	FALSE	FALSE	FALSE	FALSE
miR-4951-5p	67.54	7.07333333333333	9.986	2.112	7.786	10.405	8.56	0.11	4.562	0.49	0	FALSE	FALSE	FALSE	FALSE
miR-4952-3p	0	0.166666666666667	0	0	0	0	0	0	0.566	0	0	FALSE	FALSE	FALSE	FALSE
miR-4952-5p	0	0.243333333333333	0	0	0	0	0	0	0.158	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-4953-3p	0	0.02	0	0	0	0	0	0	0	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-4954-3p	0	0.193333333333333	0	0	0	0	0	0	0.172	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-4954-5p	0	0.42	1.138	0	0	0.56	0.2975	0.18	0.162	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-4955-3p	28.94	0.0366666666666667	0	0	0	0	0	0	2.966	0	0	FALSE	FALSE	FALSE	FALSE
miR-4955-5p	0	0	0	0	0	0	0	0.11	0.132	0	0	FALSE	FALSE	FALSE	FALSE
miR-4956-3p	0	2.06333333333333	0	0.828	0.688	2.1275	2.2275	0.18	0.258	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-4956-5p	0	1.98666666666667	0	0	0	0	0.0875	0	0.384	0	0	FALSE	FALSE	FALSE	FALSE
miR-4957-3p	9.65	5.88666666666667	0	0	0	0	0	1.005	0.19	0.98	0	FALSE	FALSE	FALSE	FALSE
miR-4957-5p	0	0.156666666666667	0	0	0	0	0.205	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4958-3p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4958-5p	0	0.0366666666666667	0	0.502	0	1.86	0.1725	0.18	0.032	0	0	FALSE	FALSE	FALSE	FALSE
miR-4959-5p	0	0.156666666666667	0	0	0	0	0	0	0.112	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-4960-3p	9.65	1.71666666666667	0	0	0	0	0	5.455	0.352	0	0	FALSE	FALSE	FALSE	FALSE
miR-4961-3p	0	0.456666666666667	0	0	0	0	0	1.925	0.102	2.7	0	FALSE	FALSE	FALSE	FALSE
miR-4961-5p	0	1.32	0	0	0	0	0	0.98	0.594	1.47	0	FALSE	FALSE	FALSE	FALSE
miR-4962-3p	0	0.263333333333333	0	0	0	0	0	1.595	0.102	6.37	0	FALSE	FALSE	FALSE	FALSE
miR-4962-5p	0	0.0266666666666667	0	0	0	0	0	0	0.032	0	0	FALSE	FALSE	FALSE	FALSE
miR-4963-3p	0	4.63	0	0.72	15.78	2.615	2.3975	0	0.56	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-4963-5p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4964-3p	0	0	0	0	0	0	0	0	0	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-4965-3p	0	0.02	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4965-5p	0	0.27	0	2.09	0	0	0	0	0.032	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-4966-3p	19.3	0.0266666666666667	0	0	0	0	0	0	3.43	0	0	FALSE	FALSE	FALSE	FALSE
miR-4966-5p	0	1.4	0	0	0	0	0	0.11	19.808	0	0	FALSE	TRUE	FALSE	FALSE
miR-4967-3p	0	0	0	0	0	0	0	0	0	0.74	0	FALSE	FALSE	FALSE	FALSE
miR-4967-5p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4968-3p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4969-3p	28.94	4.17333333333333	0	0	0	0.0925	0	0.8	0.706	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-4969-5p	67.54	6.08333333333333	11.838	0.842	3.44	2.3625	1.7675	44.315	7.42	6.37	0	FALSE	FALSE	FALSE	FALSE
miR-4970-5p	0	0.166666666666667	0	0	0	0	0	0	0	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-4971-5p	0	1.01666666666667	0.57	0	0	0	0	0	0.27	0	0	FALSE	FALSE	FALSE	FALSE
miR-4972-3p	0	0	0	0.156	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4972-5p	0	0.0466666666666667	0	0	0	0	0	0	2.936	0	0	FALSE	FALSE	FALSE	FALSE
miR-4973-3p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4973-5p	0	0.02	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4974-3p	0	0	0	0	5.354	0.185	0.075	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4974-5p	0	0.0633333333333333	0	0.126	0	0	0	0	0.064	0.49	0	FALSE	FALSE	FALSE	FALSE
miR-4975-5p	0	0.02	0	0	0	0	0	0	0.326	0	0	FALSE	FALSE	FALSE	FALSE
miR-4976-3p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4976-5p	0	0.206666666666667	0	0	0	0	0	0	2.866	0	0	FALSE	FALSE	FALSE	FALSE
miR-4977-3p	9.65	5.66666666666667	1.64	0	0	0	0	0.22	1.386	0.74	0	FALSE	FALSE	FALSE	FALSE
miR-4977-5p	0	0.12	0	0	0	0	0	0.11	0.07	0	0	FALSE	FALSE	FALSE	FALSE
miR-4978-5p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4979-3p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4979-5p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4980-3p	0	0.12	0	0	0	0	0	0	0.172	0	0	FALSE	FALSE	FALSE	FALSE
miR-4981-3p	0	0.13	0	0	0	0	0	0	1.08	0	0	FALSE	FALSE	FALSE	FALSE
miR-4982-3p	0	0.0266666666666667	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4982-5p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4983-3p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4983-5p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4984-3p	0	1.47333333333333	2.416	1.15	0	1.8075	3.05	0.22	1.006	2.94	0	FALSE	FALSE	FALSE	FALSE
miR-4984-5p	0	0.0266666666666667	0	0.184	0	0	0.6675	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4985-3p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-4985-5p	0	0.2	3.82	0.276	1.334	0.175	0.325	0	0.032	0	0	FALSE	FALSE	FALSE	FALSE
miR-4986-3p	0	0.0266666666666667	0	0	0	0	0	0	0.07	0	0	FALSE	FALSE	FALSE	FALSE
miR-4986-5p	0	0.0266666666666667	0	0	0	0	0	0.11	0.2	0	0	FALSE	FALSE	FALSE	FALSE
miR-4987-3p	0	0.38	0	0.092	0	0	0	0	0.134	1.47	0	FALSE	FALSE	FALSE	FALSE
miR-4987-5p	0	0.23	1.684	0.126	11.362	0.26	0.2075	0	0.138	0	0	FALSE	FALSE	FALSE	FALSE
miR-5-5p	4177.64	43261.3466666667	6808.686	125229.132	25641.402	310345.2175	413637.84	2.455	152.762	5.39	1	TRUE	TRUE	TRUE	TRUE
miR-6-1-5p	144.72	2.65666666666667	616.188	15024.758	4362.666	3412.89	3198.155	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-6-2-5p	202.61	83.62	649.938	16444.31	4816.752	8386.5	5432.5575	0	0.094	0	0	TRUE	FALSE	FALSE	FALSE
miR-6-3-5p	241.2	155.156666666667	695.544	22036.29	4642.246	38191.855	17701.7	0	2.93	0	0	TRUE	FALSE	TRUE	FALSE
miR-7-3p	135.07	1608.51	34.938	175.006	45.07	16.8525	55.3125	35.85	116.346	13.48	0	TRUE	TRUE	TRUE	TRUE
miR-7-5p	3946.09	41654.8166666667	51705.008	30874.76	43292.61	59704.16	72068.72	394.71	5684.78	87.74	1	TRUE	TRUE	TRUE	TRUE
miR-79-3p/9a-3p	3396.14	7896.45666666667	84.846	120.082	77.608	27.86	104.0075	1754.71	4990.184	965.64	1	TRUE	TRUE	TRUE	TRUE
miR-79-5p	38.59	53.0233333333333	18.168	6.182	13.52	6.37	2.955	120.525	206.94	60.05	0	TRUE	TRUE	FALSE	TRUE
miR-8-3p	69196.41	112250.446666667	23971.642	3774.552	20428.838	5192.9875	726.69	13408.025	205545.118	14801.53	1	TRUE	TRUE	TRUE	TRUE
miR-8-5p	8673.67	3660.76	598.208	306.222	424.544	262.0225	53.315	118.665	3767.314	518.85	0	TRUE	TRUE	TRUE	TRUE
miR-87-3p	6174.8	145.01	18.638	3.622	25.348	9.7225	0	0.11	461.036	18.87	1	TRUE	TRUE	TRUE	TRUE
miR-87-5p	96.48	33.8733333333333	0	0.628	0	1.5375	0	0	2.008	0.25	0	TRUE	FALSE	FALSE	FALSE
miR-927-3p	183.31	11.32	1.818	0.44	0	3.72	0	0	18.39	0	0	TRUE	TRUE	FALSE	FALSE
miR-927-5p	733.26	52.8333333333333	25.734	5.03	1.032	10.0625	0.2225	0	96.64	0	1	TRUE	TRUE	FALSE	FALSE
miR-929-3p	192.96	3.33	0	0	0	0	0	87.08	44.496	0.74	1	FALSE	TRUE	FALSE	FALSE
miR-929-5p	38.59	26.1066666666667	0	0.276	0	0	0	3167.05	9.172	9.8	0	TRUE	FALSE	FALSE	FALSE
miR-92a-3p/92b-3p/310-3p/311-3p/312-3p/313-3p	6850.17	59706.76	198968.97	53823.844	150470.564	52802.885	13067.485	36.635	9436.06	7.85	1	TRUE	TRUE	TRUE	TRUE
miR-92a-5p	434.17	516.163333333333	1960.564	1364.052	1676.018	739.3875	644.055	1.695	785.048	0.74	0	TRUE	TRUE	TRUE	TRUE
miR-92b-5p	164.02	197.92	0	13.414	0.478	1.1625	5.865	0.18	40.754	0	0	TRUE	TRUE	TRUE	FALSE
miR-932-3p	19.3	14.2166666666667	2.438	0.126	0	0	0	0	22.364	0	0	TRUE	TRUE	FALSE	FALSE
miR-932-5p	1099.89	180.616666666667	0	0	10.544	0	0	1.445	599.748	0.25	1	TRUE	TRUE	TRUE	TRUE
miR-9369-3p	9.65	0.0833333333333333	0	0	0	0	0	0.58	8.778	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-9369-5p	9.65	0.223333333333333	0	0	0	0	0	0.11	5.528	0	0	FALSE	FALSE	FALSE	FALSE
miR-9370-3p	0	0.02	0	0	0	0	0	0	0	0.49	0	FALSE	FALSE	FALSE	FALSE
miR-9370-5p	0	2.44333333333333	5.69	0.56	8.718	5.58	0.4125	7.58	1.074	3.19	0	FALSE	FALSE	FALSE	FALSE
miR-9371-3p	0	0	0	0	0	0	0	0.76	0.172	1.23	0	FALSE	FALSE	FALSE	FALSE
miR-9371-5p	0	0.11	0	0	0	0	0	0.36	0.346	0	0	FALSE	FALSE	FALSE	FALSE
miR-9372-3p	0	1.74333333333333	2.452	1.332	0.688	0.2275	0.6125	0.11	0.482	0	0	FALSE	FALSE	FALSE	FALSE
miR-9372-5p	0	5.31333333333333	19.336	1.24	27.786	2.12	0.1475	0.65	1.212	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-9373-3p	0	1.32333333333333	0	0.248	0	0	0.075	0.825	2.71	0	0	FALSE	FALSE	FALSE	FALSE
miR-9373-5p	0	0.0733333333333333	0	0	0	0	0	0.36	0.038	0.49	0	FALSE	FALSE	FALSE	FALSE
miR-9374-3p	0	0	0	0.314	0	0.0875	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-9374-5p	0	0.61	0	0	0	0	0	0	0.108	0.49	0	FALSE	FALSE	FALSE	FALSE
miR-9375-3p	0	0.916666666666667	6.274	5.174	14.718	4.34	1.54	0	0.032	0	0	FALSE	FALSE	FALSE	FALSE
miR-9375-5p	0	0.28	19.62	6.35	22.158	13.59	3.35	0.11	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-9376-3p	0	0.0266666666666667	0	0	0	0	0	0	0.064	0	0	FALSE	FALSE	FALSE	FALSE
miR-9376-5p	0	0.0933333333333333	0	0	0	0	0	0	0.176	0	0	FALSE	FALSE	FALSE	FALSE
miR-9377-3p	0	0.593333333333333	0	0.156	0	0	0	0.18	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-9377-5p	0	0.0366666666666667	0	0	0	0	0	0	0.112	0	0	FALSE	FALSE	FALSE	FALSE
miR-9378-3p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-9378-5p	0	0.18	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-9379-3p	0	0.0366666666666667	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-9379-5p	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-9380-3p	0	0.0766666666666667	0	0	0	0	0	0.36	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-9380-5p	0	0	0	0	0	0	0	0.29	0	0.49	0	FALSE	FALSE	FALSE	FALSE
miR-9381-3p	0	0.0933333333333333	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-9381-5p	0	0.0366666666666667	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-9382-3p	0	1.22666666666667	0	0	0	0.0875	0.0875	0	0.158	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-9382-5p	0	0.31	0	0	0	0	0	0.825	0.064	0.74	0	FALSE	FALSE	FALSE	FALSE
miR-9383-3p	0	0.0566666666666667	1.95	0.46	0	1.8525	0.655	0.18	0.108	0	0	FALSE	FALSE	FALSE	FALSE
miR-9383-5p	0	0.0366666666666667	0	0	0	0	0	0	0	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-9384-3p	0	0	2.452	0	0	0.0875	0.0875	0.29	0	0	0	FALSE	FALSE	FALSE	FALSE
miR-9384-5p	0	0	0	0.252	0	0	0	0	0.032	0	0	FALSE	FALSE	FALSE	FALSE
miR-9385-3p	0	0	0	0	0	0	0	0	0	1.72	0	FALSE	FALSE	FALSE	FALSE
miR-9385-5p	0	0	0	0.156	0	1.7625	0.6225	0	0	0.98	0	FALSE	FALSE	FALSE	FALSE
miR-9388-3p	0	7.73	0	0	0	0	0.2225	1.335	0.69	297.54	0	FALSE	FALSE	FALSE	FALSE
miR-9388-5p	0	0	0	0	0	0	0	0	0	0.49	0	FALSE	FALSE	FALSE	FALSE
miR-954-3p	9.65	5.05	16.468	3.804	9.004	3.72	1.2275	2.785	11.356	0.74	0	FALSE	TRUE	FALSE	FALSE
miR-954-5p	28.94	14.7066666666667	17.682	7.676	14.374	6.7425	1.3425	10.275	40.006	7.35	0	TRUE	TRUE	FALSE	FALSE
miR-955-3p	9.65	1.58666666666667	0	0	0	0	0	0	0.836	0	0	FALSE	FALSE	FALSE	FALSE
miR-955-5p	395.57	10.3366666666667	0	0	0	0	0	0	25.164	0.25	1	TRUE	TRUE	FALSE	FALSE
miR-956-3p	231.56	122.2	84.868	10.99	43.324	11.8825	0.51	1.155	798.274	0	1	TRUE	TRUE	TRUE	TRUE
miR-956-5p	0	2.42	0	0	0	0	0	0	3.378	0	0	FALSE	FALSE	FALSE	FALSE
miR-957-3p	28.94	5.96333333333333	6.556	0	8.03	0	0	0.29	74.624	0	1	FALSE	TRUE	FALSE	FALSE
miR-957-5p	0	0.0933333333333333	5.454	0	0	0	0	0	3.15	0	0	FALSE	FALSE	FALSE	FALSE
miR-958-3p	17115.79	380.893333333333	6.63	0.376	24.604	0.26	0	0	4163.82	0	1	TRUE	TRUE	TRUE	TRUE
miR-958-5p	1447.22	393.26	5.51	2.466	4.23	5.6675	1.505	0	304.244	0	0	TRUE	TRUE	TRUE	TRUE
miR-959-3p	9.65	16.0033333333333	0.882	1.248	0	0.175	0.2225	0	26.136	0.25	0	FALSE	TRUE	FALSE	FALSE
miR-959-5p	0	9.07333333333333	0	0.432	2.676	0	0	0	17.492	0.25	0	FALSE	TRUE	FALSE	FALSE
miR-960-3p	0	6.52666666666667	0.22	0.968	0	0.925	1.1425	0	9.038	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-960-5p/12-5p	24930.77	1233.23333333333	61.004	3.748	14.656	10.305	1.8	767.795	9593.788	30.4	1	TRUE	TRUE	TRUE	TRUE
miR-961-5p	0	4.45	2.74	0.968	0	0.0875	0.2975	0	4.722	0	0	FALSE	FALSE	FALSE	FALSE
miR-962-3p	0	1.96333333333333	0	0	0	0	0	0	2.062	0	0	FALSE	FALSE	FALSE	FALSE
miR-962-5p	0	2.56333333333333	0	0.092	0	0.0925	0.37	0	1.154	0.74	1	FALSE	FALSE	FALSE	FALSE
miR-963-3p	9.65	0.516666666666667	1.626	0	0	0.26	0.2075	0	0.658	0	0	FALSE	FALSE	FALSE	FALSE
miR-963-5p	28.94	2.64333333333333	0	0	0	0	0.1475	0	20.128	0.25	1	FALSE	TRUE	FALSE	FALSE
miR-964-3p	0	1.35	6.324	0.092	0.478	0	0.1475	0	2.62	0	0	FALSE	FALSE	FALSE	FALSE
miR-964-5p	28.94	36.7066666666667	0	1.032	0	0.62	0.89	0	27.512	1.72	1	TRUE	TRUE	FALSE	FALSE
miR-965-3p	492.05	31.2666666666667	14.362	2.158	4.002	3.72	1.335	616.535	289.56	60.78	1	TRUE	TRUE	FALSE	TRUE
miR-965-5p/1001-5p	270.14	604.76	79.468	612.14	116.536	529.14	579.125	48.59	624.856	64.22	0	TRUE	TRUE	TRUE	TRUE
miR-966-3p	0	5.12	0	0	0	0	0	0.62	2.498	0.98	0	FALSE	FALSE	FALSE	FALSE
miR-966-5p	0	8.55666666666667	16.404	7.09	11.486	10.4025	3.9675	2.675	6.378	15.69	0	FALSE	FALSE	FALSE	FALSE
miR-967-3p	0	1.23666666666667	0	0	0	0	0.605	0.65	3.236	0.25	0	FALSE	FALSE	FALSE	FALSE
miR-967-5p	0	0.93	0	0.946	0	0.6325	1.765	1.995	2.974	6.62	0	FALSE	FALSE	FALSE	FALSE
miR-968-3p	1013.05	166.6	0	0	0	0	0	0	56.304	0	0	TRUE	TRUE	TRUE	FALSE
miR-968-5p	1070.94	5058.60333333333	0	0	0	0	0	0.4	12.988	0	1	TRUE	TRUE	TRUE	FALSE
miR-969-3p	0	3.84	0	0.126	0	0.5225	0.4125	0.36	1.152	0	0	FALSE	FALSE	FALSE	FALSE
miR-969-5p	0	0.516666666666667	0	0	0	0	0	0	0.202	0	1	FALSE	FALSE	FALSE	FALSE
miR-970-3p	1360.39	1337.72	787.998	198.332	773.928	230.15	30.185	123.24	1707.442	405.37	1	TRUE	TRUE	TRUE	TRUE
miR-970-5p	57.89	7.9	4.736	1.216	0	0.185	0.2225	9.765	15.954	29.17	0	FALSE	TRUE	FALSE	FALSE
miR-971-3p	1099.89	23.72	1.818	0	0	0	0	0	163.804	0	1	TRUE	TRUE	FALSE	TRUE
miR-971-5p	9.65	0.296666666666667	0	0	0	0	0	0	0.83	0	0	FALSE	FALSE	FALSE	FALSE
miR-972-3p	0	0.0266666666666667	0	0	0	0	0	0	4.662	0	0	FALSE	FALSE	FALSE	FALSE
miR-973-3p	9.65	0.103333333333333	1.708	0	0	0	0	0	3.228	0	0	FALSE	FALSE	FALSE	FALSE
miR-973-5p	48.24	0	0	0	0	0	0	0	0.79	0	0	FALSE	FALSE	FALSE	FALSE
miR-974-3p	0	0	0	0	0	0	0	0	0.308	0	0	FALSE	FALSE	FALSE	FALSE
miR-974-5p	0	0.0366666666666667	0	0	0	0	0	0.11	2.422	0	1	FALSE	FALSE	FALSE	FALSE
miR-975-3p	19.3	0	0	0	0	0	0	0	0.37	0	0	FALSE	FALSE	FALSE	FALSE
miR-975-5p	115.78	0.0933333333333333	0	0	0	0	0	0	1.972	0	0	FALSE	FALSE	FALSE	FALSE
miR-976-3p	48.24	1.46	0	0	0	0	0	0.76	37.266	0	1	FALSE	TRUE	FALSE	FALSE
miR-976-5p	0	0.156666666666667	0	0	0	0	0	0	1.278	0	0	FALSE	FALSE	FALSE	FALSE
miR-977-3p	192.96	0.216666666666667	0	0	0	0	0	1.265	52.85	0	1	FALSE	TRUE	FALSE	FALSE
miR-977-5p	9.65	0	0	0	0	0	0	0	0.432	0	0	FALSE	FALSE	FALSE	FALSE
miR-978-3p	19.3	1.53333333333333	0	0	0	0	0	0.29	38.196	0	0	FALSE	TRUE	FALSE	FALSE
miR-978-5p	19.3	0.266666666666667	0	0	0	0	0	0.18	12.442	0	0	FALSE	TRUE	FALSE	FALSE
miR-979-3p	0	0.0566666666666667	0	0	0	0	0	0	2.936	0	0	FALSE	FALSE	FALSE	FALSE
miR-979-5p	0	0.0633333333333333	0	0	0	0	0	0.29	0.27	0	0	FALSE	FALSE	FALSE	FALSE
miR-980-3p/4968-5p	1495.46	17.56	0	0	0	0	0	17720.365	34.648	7960.42	1	TRUE	TRUE	FALSE	FALSE
miR-980-5p	19.3	66.9633333333333	4.256	0	0	0	0	46.62	17.642	24.02	0	TRUE	TRUE	FALSE	FALSE
miR-981-3p	3753.12	311.826666666667	16.974	5.086	2.064	10.715	0.55	0.66	1016.82	0	1	TRUE	TRUE	TRUE	TRUE
miR-981-5p	48.24	20.55	0	0	0	0	0	0.22	5.696	0	0	TRUE	FALSE	FALSE	FALSE
miR-982-3p	0	0.626666666666667	0.662	2.106	0	0.26	0.26	0.29	6.432	0	0	FALSE	FALSE	FALSE	FALSE
miR-982-5p	19.3	27.43	33.39	20.858	39.702	12.1425	3.9175	19.835	67.042	0.49	0	TRUE	TRUE	FALSE	FALSE
miR-983-3p	19.3	6.07333333333333	10.036	0.776	14.416	0.26	0.295	19.84	21.576	1.72	0	FALSE	TRUE	FALSE	FALSE
miR-983-5p	0	20.0133333333333	36.384	14.272	17.052	13.165	4.145	91.67	63.876	5.4	0	FALSE	TRUE	FALSE	FALSE
miR-984-3p	0	1.48333333333333	0	0	0	0	0	3.045	5.35	1.23	0	FALSE	FALSE	FALSE	FALSE
miR-984-5p	38.59	11.43	9.888	5.566	9.588	2.93	2.4975	175.7	114.142	1.96	0	TRUE	TRUE	FALSE	TRUE
miR-985-3p	0	0.343333333333333	0	0	0	0	0	0	74.012	0	0	FALSE	TRUE	FALSE	FALSE
miR-985-5p	0	0	0	0	0	0	0	0	3.288	0	0	FALSE	FALSE	FALSE	FALSE
miR-986-3p	19.3	31.7966666666667	3.088	3.392	14.404	0	0.075	5.885	24.364	3.92	0	TRUE	TRUE	FALSE	FALSE
miR-986-5p	424.52	262.996666666667	2437.458	559.948	2061.43	664.4	159.89	975.01	1262.492	323.51	1	TRUE	TRUE	TRUE	TRUE
miR-987-3p	9.65	1.39333333333333	0	0	0	0	0	0	0.88	1.72	0	FALSE	FALSE	FALSE	FALSE
miR-987-5p	395.57	12.0233333333333	73.594	18.754	64.096	31.3575	7.1075	8.795	219.598	1213.42	1	TRUE	TRUE	FALSE	TRUE
miR-988-3p	8577.19	4913.39666666667	1985.588	466.342	1145.348	496.555	87.98	361.525	4057.618	166.41	1	TRUE	TRUE	TRUE	TRUE
miR-988-5p	57.89	93.2666666666667	330.244	387.616	328.488	423.905	536.83	214.67	484.456	153.67	0	TRUE	TRUE	FALSE	TRUE
miR-989-3p	0	3.53	30.808	6.036	18.516	16.5925	6.855	10.235	29.104	14.95	1	FALSE	TRUE	FALSE	FALSE
miR-989-5p	0	0.0766666666666667	0	0	0	0	0	0	0.172	0	0	FALSE	FALSE	FALSE	FALSE
miR-990-3p	106.13	0.0466666666666667	0	0	0	0	0	0	11.914	0	0	FALSE	TRUE	FALSE	FALSE
miR-990-5p	0	1.57	3.636	0	0	0	0	0	13.236	0	0	FALSE	TRUE	FALSE	FALSE
miR-991-3p	19.3	27.33	7.1	9.622	10.394	5.22	3.3325	0.825	52.22	0	0	TRUE	TRUE	FALSE	FALSE
miR-991-5p	0	0.246666666666667	0	0.562	0	0.0925	0	0	0.102	0	0	FALSE	FALSE	FALSE	FALSE
miR-992-3p	0	0.02	0	0	0	0	0	0	70.846	0	0	FALSE	TRUE	FALSE	FALSE
miR-992-5p	0	0.403333333333333	0	0	0	0	0	0.22	0.56	0	0	FALSE	FALSE	FALSE	FALSE
miR-993-3p	1813.85	202.326666666667	3.018	20.816	36.466	13.9975	38.5025	0.11	1089.82	0	1	TRUE	TRUE	TRUE	TRUE
miR-993-5p	164.02	40.4866666666667	0	1.884	0	0.9175	3.0025	0	139.628	0	0	TRUE	TRUE	FALSE	TRUE
miR-994-3p	0	0.02	3.25	0	3.096	0	0	1.2	0.07	3.43	0	FALSE	FALSE	FALSE	FALSE
miR-994-5p/2500-5p	48.24	1.6	19.01	5.64	25.546	7.48	2.4275	14.83	0.874	48.77	1	FALSE	FALSE	FALSE	FALSE
miR-995-5p	96.48	26.33	148.896	106.036	110.082	60.23	104.785	191.495	130.062	131.61	0	TRUE	TRUE	FALSE	TRUE
miR-996-5p	1032.35	895.606666666667	174.07	61.566	143.616	49.7925	54.7375	169.22	1162.64	1399.2	0	TRUE	TRUE	TRUE	TRUE
miR-997-3p	0	0	0	0	0	0	0	0	0.132	0	0	FALSE	FALSE	FALSE	FALSE
miR-997-5p	0	0	0	0	0	0	0	0	31.524	0	0	FALSE	TRUE	FALSE	FALSE
miR-998-5p	192.96	105.296666666667	102.698	83.038	74.928	53.945	131.4325	90.61	338.588	72.79	0	TRUE	TRUE	TRUE	TRUE
miR-999-3p	1225.31	209.33	20773.354	4489.28	16368.598	6409.17	1531.9	776.185	462.888	276.95	1	TRUE	TRUE	TRUE	TRUE
miR-999-5p	67.54	19.7766666666667	0	0	0	0	0.075	4.545	22.576	9.56	0	TRUE	TRUE	FALSE	FALSE
miR-9a-5p/9b-5p/9c-5p	32909.78	68118.1333333333	139691.386	44996.13	100350.638	56387.0225	25665.2675	9532.125	67010.118	6673.47	1	TRUE	TRUE	TRUE	TRUE
miR-9b-3p	77.19	46.9433333333333	1482.686	365.198	1145.862	385.5475	61.4225	82.34	366.076	124.01	0	TRUE	TRUE	FALSE	TRUE
miR-9c-3p	125.43	12.6966666666667	0	0.156	0	0	0	4.08	168.336	1.72	0	TRUE	TRUE	FALSE	TRUE
miR-iab-4-3p	125.43	5.76	0	0	0	0.0875	0	0	26.088	0	0	FALSE	TRUE	FALSE	FALSE
miR-iab-4-5p	1456.87	35.7633333333333	0	13.216	5.436	15.57	71.9325	0	273.426	0	1	TRUE	TRUE	FALSE	TRUE
